player_id,date,value
00ef8ba5-d0fd-590f-b16a-9f8013821f39,2024-05-10,40
00ef8ba5-d0fd-590f-b16a-9f8013821f39,2024-05-17,39
00ef8ba5-d0fd-590f-b16a-9f8013821f39,2024-05-24,39
00ef8ba5-d0fd-590f-b16a-9f8013821f39,2024-05-31,36
00ef8ba5-d0fd-590f-b16a-9f8013821f39,2024-06-07,35
00ef8ba5-d0fd-590f-b16a-9f8013821f39,2024-06-14,32
00ef8ba5-d0fd-590f-b16a-9f8013821f39,2024-06-21,34
00ef8ba5-d0fd-590f-b16a-9f8013821f39,2024-06-28,35
00ef8ba5-d0fd-590f-b16a-9f8013821f39,2024-07-05,40
00ef8ba5-d0fd-590f-b16a-9f8013821f39,2024-07-12,41
01071615-48f5-5be0-9088-a47e000f0dca,2023-07-14,1933
01071615-48f5-5be0-9088-a47e000f0dca,2023-07-21,1913
01071615-48f5-5be0-9088-a47e000f0dca,2023-07-28,1921
01071615-48f5-5be0-9088-a47e000f0dca,2023-08-04,1934
01071615-48f5-5be0-9088-a47e000f0dca,2023-08-11,1938
01071615-48f5-5be0-9088-a47e000f0dca,2023-08-18,1948
01071615-48f5-5be0-9088-a47e000f0dca,2023-08-25,1939
01071615-48f5-5be0-9088-a47e000f0dca,2023-09-01,2077
01071615-48f5-5be0-9088-a47e000f0dca,2023-09-08,2037
01071615-48f5-5be0-9088-a47e000f0dca,2023-09-15,2061
01071615-48f5-5be0-9088-a47e000f0dca,2023-09-22,2067
01071615-48f5-5be0-9088-a47e000f0dca,2023-09-29,2088
01071615-48f5-5be0-9088-a47e000f0dca,2023-10-06,2056
01071615-48f5-5be0-9088-a47e000f0dca,2023-10-13,2048
01071615-48f5-5be0-9088-a47e000f0dca,2023-10-20,2094
01071615-48f5-5be0-9088-a47e000f0dca,2023-10-27,2082
01071615-48f5-5be0-9088-a47e000f0dca,2023-11-03,2166
01071615-48f5-5be0-9088-a47e000f0dca,2023-11-10,2137
01071615-48f5-5be0-9088-a47e000f0dca,2023-11-17,2135
01071615-48f5-5be0-9088-a47e000f0dca,2023-11-24,2150
01071615-48f5-5be0-9088-a47e000f0dca,2023-12-01,2271
01071615-48f5-5be0-9088-a47e000f0dca,2023-12-08,2241
01071615-48f5-5be0-9088-a47e000f0dca,2023-12-15,2215
01071615-48f5-5be0-9088-a47e000f0dca,2023-12-22,2264
01071615-48f5-5be0-9088-a47e000f0dca,2023-12-29,2201
01611703-a5be-503f-b8d1-237135859dba,2024-05-03,2
01611703-a5be-503f-b8d1-237135859dba,2024-05-10,2
01611703-a5be-503f-b8d1-237135859dba,2024-05-17,2
01611703-a5be-503f-b8d1-237135859dba,2024-05-24,2
01611703-a5be-503f-b8d1-237135859dba,2024-05-31,4
01611703-a5be-503f-b8d1-237135859dba,2024-06-07,4
01611703-a5be-503f-b8d1-237135859dba,2024-06-14,4
01611703-a5be-503f-b8d1-237135859dba,2024-06-21,4
01611703-a5be-503f-b8d1-237135859dba,2024-06-28,3
01611703-a5be-503f-b8d1-237135859dba,2024-07-05,3
01611703-a5be-503f-b8d1-237135859dba,2024-07-12,2
01bf03a3-82fd-5ab5-b86e-582806a79f92,2023-07-14,2
01bf03a3-82fd-5ab5-b86e-582806a79f92,2023-07-21,2
01bf03a3-82fd-5ab5-b86e-582806a79f92,2023-07-28,3
01bf03a3-82fd-5ab5-b86e-582806a79f92,2023-08-04,2
01bf03a3-82fd-5ab5-b86e-582806a79f92,2023-08-11,1
01bf03a3-82fd-5ab5-b86e-582806a79f92,2023-08-18,1
01bf03a3-82fd-5ab5-b86e-582806a79f92,2023-08-25,1
01bf03a3-82fd-5ab5-b86e-582806a79f92,2023-09-01,2
01bf03a3-82fd-5ab5-b86e-582806a79f92,2023-09-08,2
01bf03a3-82fd-5ab5-b86e-582806a79f92,2023-09-15,1
01bf03a3-82fd-5ab5-b86e-582806a79f92,2023-10-13,1
01bf03a3-82fd-5ab5-b86e-582806a79f92,2023-12-22,0
01f81b16-0163-5920-8952-994fc9103e95,2023-08-11,0
01f81b16-0163-5920-8952-994fc9103e95,2023-08-18,0
02b2a219-36b4-5c4a-8d05-6089f26328d6,2023-07-14,3
02b2a219-36b4-5c4a-8d05-6089f26328d6,2023-07-21,5
02b2a219-36b4-5c4a-8d05-6089f26328d6,2023-07-28,5
02b2a219-36b4-5c4a-8d05-6089f26328d6,2023-08-04,3
02b2a219-36b4-5c4a-8d05-6089f26328d6,2023-08-11,3
02b2a219-36b4-5c4a-8d05-6089f26328d6,2023-08-18,3
02b2a219-36b4-5c4a-8d05-6089f26328d6,2023-08-25,3
02b2a219-36b4-5c4a-8d05-6089f26328d6,2023-09-01,3
02b2a219-36b4-5c4a-8d05-6089f26328d6,2023-09-08,3
02b2a219-36b4-5c4a-8d05-6089f26328d6,2023-09-15,3
02b2a219-36b4-5c4a-8d05-6089f26328d6,2023-09-22,3
02b2a219-36b4-5c4a-8d05-6089f26328d6,2023-09-29,3
02b2a219-36b4-5c4a-8d05-6089f26328d6,2023-10-06,3
02b2a219-36b4-5c4a-8d05-6089f26328d6,2023-10-13,3
02b2a219-36b4-5c4a-8d05-6089f26328d6,2023-10-20,3
02b2a219-36b4-5c4a-8d05-6089f26328d6,2023-10-27,3
02b2a219-36b4-5c4a-8d05-6089f26328d6,2023-11-03,3
02b2a219-36b4-5c4a-8d05-6089f26328d6,2023-11-10,3
02b2a219-36b4-5c4a-8d05-6089f26328d6,2023-11-17,3
02b2a219-36b4-5c4a-8d05-6089f26328d6,2023-11-24,3
02b2a219-36b4-5c4a-8d05-6089f26328d6,2023-12-01,3
02b2a219-36b4-5c4a-8d05-6089f26328d6,2023-12-08,3
02b2a219-36b4-5c4a-8d05-6089f26328d6,2023-12-15,3
02b2a219-36b4-5c4a-8d05-6089f26328d6,2023-12-22,5
02b2a219-36b4-5c4a-8d05-6089f26328d6,2023-12-29,2
02b2a219-36b4-5c4a-8d05-6089f26328d6,2024-01-05,2
02b2a219-36b4-5c4a-8d05-6089f26328d6,2024-01-12,3
02b2a219-36b4-5c4a-8d05-6089f26328d6,2024-01-19,2
02b2a219-36b4-5c4a-8d05-6089f26328d6,2024-01-26,2
02b2a219-36b4-5c4a-8d05-6089f26328d6,2024-02-02,2
02b2a219-36b4-5c4a-8d05-6089f26328d6,2024-02-09,2
02b2a219-36b4-5c4a-8d05-6089f26328d6,2024-02-16,2
02b2a219-36b4-5c4a-8d05-6089f26328d6,2024-02-23,2
02b2a219-36b4-5c4a-8d05-6089f26328d6,2024-03-27,3
02b2a219-36b4-5c4a-8d05-6089f26328d6,2024-03-29,3
02b2a219-36b4-5c4a-8d05-6089f26328d6,2024-04-05,3
02b2a219-36b4-5c4a-8d05-6089f26328d6,2024-04-12,3
02b2a219-36b4-5c4a-8d05-6089f26328d6,2024-04-19,2
02b2a219-36b4-5c4a-8d05-6089f26328d6,2024-04-26,2
02b2a219-36b4-5c4a-8d05-6089f26328d6,2024-05-03,2
02b2a219-36b4-5c4a-8d05-6089f26328d6,2024-05-10,2
02b2a219-36b4-5c4a-8d05-6089f26328d6,2024-05-17,2
02b2a219-36b4-5c4a-8d05-6089f26328d6,2024-05-24,2
02b2a219-36b4-5c4a-8d05-6089f26328d6,2024-05-31,3
02b2a219-36b4-5c4a-8d05-6089f26328d6,2024-06-07,3
02b2a219-36b4-5c4a-8d05-6089f26328d6,2024-06-14,3
02b2a219-36b4-5c4a-8d05-6089f26328d6,2024-06-21,3
02b2a219-36b4-5c4a-8d05-6089f26328d6,2024-06-28,2
02b2a219-36b4-5c4a-8d05-6089f26328d6,2024-07-05,2
02b2a219-36b4-5c4a-8d05-6089f26328d6,2024-07-12,3
02c9f92e-2f74-53c5-8347-7c65b0f488b7,2024-02-16,3734
02c9f92e-2f74-53c5-8347-7c65b0f488b7,2024-02-23,3895
02c9f92e-2f74-53c5-8347-7c65b0f488b7,2024-03-27,4102
02c9f92e-2f74-53c5-8347-7c65b0f488b7,2024-03-29,4082
02c9f92e-2f74-53c5-8347-7c65b0f488b7,2024-04-05,4309
02c9f92e-2f74-53c5-8347-7c65b0f488b7,2024-04-12,4340
02c9f92e-2f74-53c5-8347-7c65b0f488b7,2024-04-19,4506
02c9f92e-2f74-53c5-8347-7c65b0f488b7,2024-04-26,36
02c9f92e-2f74-53c5-8347-7c65b0f488b7,2024-05-03,5686
02c9f92e-2f74-53c5-8347-7c65b0f488b7,2024-05-10,5740
02c9f92e-2f74-53c5-8347-7c65b0f488b7,2024-05-17,5753
02c9f92e-2f74-53c5-8347-7c65b0f488b7,2024-05-24,5673
02c9f92e-2f74-53c5-8347-7c65b0f488b7,2024-05-31,5713
02c9f92e-2f74-53c5-8347-7c65b0f488b7,2024-06-07,5753
02c9f92e-2f74-53c5-8347-7c65b0f488b7,2024-06-14,5659
02c9f92e-2f74-53c5-8347-7c65b0f488b7,2024-06-21,5476
02c9f92e-2f74-53c5-8347-7c65b0f488b7,2024-06-28,5337
02c9f92e-2f74-53c5-8347-7c65b0f488b7,2024-07-05,5362
02c9f92e-2f74-53c5-8347-7c65b0f488b7,2024-07-12,5412
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2023-07-14,36
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2023-07-21,32
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2023-07-28,37
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2023-08-04,31
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2023-08-11,33
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2023-08-18,38
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2023-08-25,35
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2023-09-01,42
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2023-09-08,39
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2023-09-15,41
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2023-09-22,26
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2023-09-29,33
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2023-10-06,31
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2023-10-13,36
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2023-10-20,27
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2023-10-27,33
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2023-11-03,28
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2023-11-10,27
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2023-11-17,30
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2023-11-24,24
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2023-12-01,19
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2023-12-08,26
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2023-12-15,40
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2023-12-22,10
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2023-12-29,15
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2024-01-05,8
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2024-01-12,10
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2024-01-19,15
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2024-01-26,10
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2024-02-02,6
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2024-02-09,13
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2024-02-16,8
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2024-02-23,9
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2024-03-27,5
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2024-03-29,5
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2024-04-05,5
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2024-04-12,5
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2024-04-19,4
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2024-04-26,4
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2024-05-03,2
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2024-05-10,2
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2024-05-17,3
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2024-05-24,3
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2024-05-31,6
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2024-06-07,3
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2024-06-14,3
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2024-06-21,4
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2024-06-28,6
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2024-07-05,3
02e71cd8-1bf0-50fd-9565-4473d19a8e60,2024-07-12,3
0311b1c6-743b-553f-a5f1-7f53057ec13d,2023-07-14,21
0311b1c6-743b-553f-a5f1-7f53057ec13d,2023-07-21,22
0311b1c6-743b-553f-a5f1-7f53057ec13d,2023-07-28,20
0311b1c6-743b-553f-a5f1-7f53057ec13d,2023-08-04,21
0311b1c6-743b-553f-a5f1-7f53057ec13d,2023-08-11,20
0311b1c6-743b-553f-a5f1-7f53057ec13d,2023-08-18,18
0311b1c6-743b-553f-a5f1-7f53057ec13d,2023-08-25,18
0311b1c6-743b-553f-a5f1-7f53057ec13d,2023-09-01,11
0311b1c6-743b-553f-a5f1-7f53057ec13d,2023-09-08,14
0311b1c6-743b-553f-a5f1-7f53057ec13d,2023-09-15,11
0311b1c6-743b-553f-a5f1-7f53057ec13d,2023-09-22,8
0311b1c6-743b-553f-a5f1-7f53057ec13d,2023-09-29,8
0311b1c6-743b-553f-a5f1-7f53057ec13d,2023-10-06,14
0311b1c6-743b-553f-a5f1-7f53057ec13d,2023-10-13,3
0311b1c6-743b-553f-a5f1-7f53057ec13d,2023-10-20,4
0311b1c6-743b-553f-a5f1-7f53057ec13d,2023-10-27,4
0311b1c6-743b-553f-a5f1-7f53057ec13d,2023-11-03,3
0311b1c6-743b-553f-a5f1-7f53057ec13d,2023-11-10,4
0311b1c6-743b-553f-a5f1-7f53057ec13d,2023-11-17,7
0311b1c6-743b-553f-a5f1-7f53057ec13d,2023-11-24,4
0311b1c6-743b-553f-a5f1-7f53057ec13d,2023-12-01,3
0311b1c6-743b-553f-a5f1-7f53057ec13d,2023-12-08,4
0311b1c6-743b-553f-a5f1-7f53057ec13d,2023-12-15,6
0311b1c6-743b-553f-a5f1-7f53057ec13d,2023-12-22,4
0311b1c6-743b-553f-a5f1-7f53057ec13d,2023-12-29,3
0311b1c6-743b-553f-a5f1-7f53057ec13d,2024-01-05,14
0311b1c6-743b-553f-a5f1-7f53057ec13d,2024-01-12,7
0311b1c6-743b-553f-a5f1-7f53057ec13d,2024-01-19,6
0311b1c6-743b-553f-a5f1-7f53057ec13d,2024-01-26,12
0311b1c6-743b-553f-a5f1-7f53057ec13d,2024-02-02,23
0311b1c6-743b-553f-a5f1-7f53057ec13d,2024-02-09,17
0311b1c6-743b-553f-a5f1-7f53057ec13d,2024-02-16,3
0311b1c6-743b-553f-a5f1-7f53057ec13d,2024-02-23,3
0311b1c6-743b-553f-a5f1-7f53057ec13d,2024-03-27,4
0311b1c6-743b-553f-a5f1-7f53057ec13d,2024-03-29,4
0311b1c6-743b-553f-a5f1-7f53057ec13d,2024-04-05,3
0311b1c6-743b-553f-a5f1-7f53057ec13d,2024-04-12,4
0311b1c6-743b-553f-a5f1-7f53057ec13d,2024-04-19,3
0311b1c6-743b-553f-a5f1-7f53057ec13d,2024-04-26,2
0311b1c6-743b-553f-a5f1-7f53057ec13d,2024-05-03,2
0311b1c6-743b-553f-a5f1-7f53057ec13d,2024-05-10,2
0311b1c6-743b-553f-a5f1-7f53057ec13d,2024-05-17,3
0311b1c6-743b-553f-a5f1-7f53057ec13d,2024-05-24,3
0311b1c6-743b-553f-a5f1-7f53057ec13d,2024-05-31,6
0311b1c6-743b-553f-a5f1-7f53057ec13d,2024-06-07,5
0311b1c6-743b-553f-a5f1-7f53057ec13d,2024-06-14,5
0311b1c6-743b-553f-a5f1-7f53057ec13d,2024-06-21,5
0311b1c6-743b-553f-a5f1-7f53057ec13d,2024-06-28,4
0311b1c6-743b-553f-a5f1-7f53057ec13d,2024-07-05,3
0311b1c6-743b-553f-a5f1-7f53057ec13d,2024-07-12,4
03449599-2a51-5809-b877-dc1f177be521,2023-07-14,22
03449599-2a51-5809-b877-dc1f177be521,2023-07-21,23
03449599-2a51-5809-b877-dc1f177be521,2023-07-28,24
03449599-2a51-5809-b877-dc1f177be521,2023-08-04,25
03449599-2a51-5809-b877-dc1f177be521,2023-08-11,25
03449599-2a51-5809-b877-dc1f177be521,2023-08-18,26
03449599-2a51-5809-b877-dc1f177be521,2023-08-25,26
03449599-2a51-5809-b877-dc1f177be521,2023-09-01,22
03449599-2a51-5809-b877-dc1f177be521,2023-09-08,21
03449599-2a51-5809-b877-dc1f177be521,2023-09-15,22
03449599-2a51-5809-b877-dc1f177be521,2023-09-22,20
03449599-2a51-5809-b877-dc1f177be521,2023-09-29,21
03449599-2a51-5809-b877-dc1f177be521,2023-10-06,23
03449599-2a51-5809-b877-dc1f177be521,2023-10-13,17
03449599-2a51-5809-b877-dc1f177be521,2023-10-20,16
03449599-2a51-5809-b877-dc1f177be521,2023-10-27,19
03449599-2a51-5809-b877-dc1f177be521,2023-11-03,12
03449599-2a51-5809-b877-dc1f177be521,2023-11-10,15
03449599-2a51-5809-b877-dc1f177be521,2023-11-17,15
03449599-2a51-5809-b877-dc1f177be521,2023-11-24,18
03449599-2a51-5809-b877-dc1f177be521,2023-12-01,9
03449599-2a51-5809-b877-dc1f177be521,2023-12-08,9
03449599-2a51-5809-b877-dc1f177be521,2023-12-15,9
